[mean success],blue_jet_speed,red_jet_speed,blue_jet_sensor_range,red_jet_sensor_range,blue_AEW&C_speed,red_AEW&C_speed,blue_AEW&C_sensor_range,red_AEW&C_sensor_range,blue_GBAD_speed,red_GBAD_speed,blue_GBAD_sensor_range,red_GBAD_sensor_range,blue_GBAD_weapon_range,red_GBAD_weapon_range,blue_AWD_speed,red_AWD_speed,blue_AWD_sensor_range,red_AWD_sensor_range,blue_AWD_weapon_range,red_AWD_weapon_range,blue_subs_speed,red_subs_speed,blue_subs_sensor_range,red_subs_sensor_range,blue_subs_weapons_range,red_subs_weapons_range,AIM120-PK,AIM120-Range,AIM9-PK,AIM9-Range,AGM88-PK,AGM88-Range,AWD-PK,GBAD-PK
0.985,2589.744856,2537.546765,141.3198801,82.61109237,932.6872426,942.6732376,186.7826022,356.8578057,4.494288384,33.60242002,176.4936722,100.601171,207.6139589,75.25024165,43.73055474,58.04101536,149.8196725,249.0217458,225.4111123,171.93212,28.9734692,49.1361991,110.0516794,144.5036143,136.4069699,144.0824226,0.480697086,132.2847766,0.933706425,20.8746039,0.859863949,72.99247899,0.772528447,1
0,2243.988413,2046.287165,110.6455509,49.31710742,1124.963825,457.2247507,264.4754974,432.8064711,46.06713047,6.046444754,102.3198606,188.3131674,122.2249424,203.1958143,54.35013685,42.01839637,67.89255662,53.43557861,179.6003821,166.9734027,49.36349105,34.92252305,252.1108796,219.4397149,195.6649415,258.6882005,0.48,100.3780827,0.48,28.09341909,0.5,75.90283177,0.558985087,0.849594674
0,1865.949139,2022.04047,151.9985306,86.52022614,959.8466085,710.7890059,332.8006355,256.5991416,18.65905914,18.97415476,93.8852294,112.7063199,139.4182866,80.11475366,34.45622083,53.94481981,109.4289067,53.75872828,239.9706388,151.2467634,31.81308172,30.19219911,200.6501596,83.08556804,170.6765894,73.10227755,0.736254414,87.23914419,0.553119528,32.7555273,0.698913025,113.9676078,0.50607946,1
0,2423.5121,2617.09359,64.18808791,146.189074,1312.670365,1490.967235,194.7969744,330.5176162,16.94408867,34.3159297,123.6004662,194.1432241,74.90137762,126.5831364,47.64194343,38.96472237,95.73724649,286.2748181,208.6742796,173.9508049,45.55568007,44.7906201,134.8528697,242.8486248,176.7724708,206.2429683,0.826667805,81.95870902,0.707691594,30.29037504,0.710016217,74.09360552,1,0.5
0,1520.961774,1721.076074,126.0216321,136.155825,1213.727997,1191.471792,422.9421517,172.5058813,25.79918038,17.24087445,96.78730144,170.2248162,200.9374586,112.8520492,41.66215976,56.1616909,174.9762095,128.4557033,101.1926891,206.6046154,30.97500627,42.15319061,107.666696,189.3814361,74.2723382,264.5586302,0.48,105.3787604,0.98,20.18455067,0.5,121.7730451,0.5,0.543741439
0,2572.527542,2375.528276,70.86947383,172.0826847,389.7058797,429.5077083,426.9817367,322.950242,8.038133335,47.35817519,46.10883709,137.0618206,106.9950504,146.8390678,57.11820331,56.7208669,219.1838282,265.966258,215.6609956,108.190923,45.01703012,31.1618735,179.4724035,106.8585393,157.6486141,97.14084129,0.731783279,96.15250341,0.48,35.03543204,0.886047184,71.6715589,0.5,0.5
0.985,1932.188928,2590.148292,96.75475234,92.6128634,864.3584816,308.0827213,446.2151115,173.6541964,45.91556653,0.384870445,166.7835708,96.33067266,80.62831506,151.6472451,59.29251599,34.58555729,81.22899933,68.9568783,206.7574589,188.6199396,32.80359188,46.14453352,127.1751368,238.2793724,246.9191057,89.20096514,0.624801512,104.5069108,0.597473652,20.27252626,0.791594308,115.2381301,0.910785385,1
0,2720.046637,2245.690295,65.84114835,169.2297612,1112.18094,898.4861124,277.5637682,273.5901249,24.75216307,36.96867534,150.5488781,65.89402896,110.2901775,74.45422998,51.59522183,59.40018742,265.9183537,155.1866525,166.4694884,137.6768351,39.1922648,43.77759098,203.9735087,179.3534318,134.573482,76.93904865,0.539030087,94.5284838,0.570372741,22.55341953,1,111.7973544,0.79227805,0.5
0,1404.299026,1735.800452,92.0257788,149.838636,924.3026698,630.5758379,368.0919706,308.7673992,14.5562819,36.582702,100.1195444,85.50497017,98.00894394,191.9514376,57.46410275,39.72439526,159.6182515,150.1492633,124.3470694,135.0562918,25.18047851,47.98161929,216.8760359,66.76511411,259.4836547,245.7163637,0.98,100.1181391,0.856608672,24.3731777,1,77.80451638,1,1
0,1274.02834,2133.359725,59.71649022,58.97479996,920.5740138,594.2325023,193.7198496,199.1378282,33.08002412,8.573897198,169.5464948,108.3844768,157.3710663,148.2127201,37.42873767,31.2122667,276.5146327,59.3844971,221.4039674,242.8403177,27.27692961,31.34524778,102.0316623,260.9499692,196.5229554,248.8442431,0.953748309,87.86121771,0.98,19.00106162,0.5,82.73440379,1,0.5
0,2199.983298,2546.564363,32.68929545,105.7166051,1511.229303,581.1653325,175.4211633,489.6804429,44.04650699,19.90515466,80.85203106,60.70608899,107.0912109,175.6849445,39.64647307,48.97931874,64.25673565,207.9977127,120.5639465,214.6394748,34.72901562,40.49486489,106.477998,262.7030792,229.3541515,235.5866048,0.98,101.4532451,0.48,27.49793462,1,133.9456502,0.5,0.596976623
0.98,2465.091841,2580.744664,115.7244535,73.71590561,1366.847602,1269.029975,511.0275127,170.5170952,24.61137933,12.02864223,190.252218,51.81568032,218.0079558,90.63617497,48.51752299,49.91418987,236.2925337,78.37197774,204.5900946,182.8890145,50.52429876,41.98103431,127.1257202,117.091579,153.5013341,220.849818,0.837915602,90.59168805,0.98,34.35237734,1,99.5560878,0.685873874,1
0,1289.174363,2597.815293,138.0325954,124.7346898,650.5727405,1320.187294,531.718844,581.9281877,29.91876652,15.1186648,116.8672648,110.2390013,186.9140552,87.92072358,51.38318387,39.11140396,124.072835,164.8041341,195.72539,166.9831916,47.3716979,39.42101882,243.5460025,124.0459703,252.8058994,128.6892991,0.98,91.09635084,0.956387745,35.84934545,0.5,79.75014202,0.5,0.797762816
0.96,1572.572537,2421.386635,113.3429956,50.03315507,1518.442577,273.5674252,346.0561336,192.0245451,1.239823355,32.23950986,92.86617996,136.6340047,146.4647898,191.3380529,47.00285355,58.27708193,232.5373186,261.6186815,176.0100273,164.9111444,27.69128073,33.04058321,171.0115542,174.8111486,184.2143079,198.9607071,0.62140705,76.64114666,0.938483681,22.32452389,1,123.5079564,0.733024316,1
0,1813.771207,1883.658019,170.908782,96.01165103,970.8789831,380.5761995,546.9407275,567.0488587,14.94151753,24.17077461,149.4167596,85.29967408,191.8332007,174.2728132,38.52570837,39.42316221,239.753196,91.89807253,200.552586,167.8596628,30.75560431,32.8611924,258.4904384,241.5382329,247.3778651,159.1691565,0.48,132.2909755,0.601014265,21.23130281,0.760279416,116.4810948,0.846802791,0.795222324
0,1295.837645,2406.255424,142.0646088,85.29654112,1489.822381,1024.770181,496.8553943,386.8223515,31.93126992,25.90973939,69.13714436,84.22539707,157.8258973,216.1649202,48.601688,52.09574542,293.8524522,202.4645265,103.8840752,104.9845762,51.77734596,45.21154182,70.08879728,123.5182178,228.9981416,102.0498744,0.48,130.8833649,0.68634296,30.42990044,0.560226156,82.59780218,0.826091956,0.776128775
0.095,2431.036209,1711.444223,57.25757623,29.84452048,1588.436015,1067.47413,172.4344505,316.5122566,25.4141537,18.74853029,181.3413505,87.67495439,190.1540147,157.3076969,36.15523728,49.93730937,179.6590011,300.4208445,208.090268,187.116165,43.29195441,34.4043833,129.9927263,181.3993956,186.3567611,90.65844942,0.48,97.44503655,0.823264962,29.72397554,1,67.86862167,0.5,0.545750222
0,1444.432405,2672.040021,74.10858816,143.9119031,1560.252567,1388.415061,190.7947349,294.4030428,31.60411133,28.74887211,68.17373418,92.03180816,154.0769887,190.3451274,39.54090078,46.56212126,278.1432694,272.2800059,166.8610323,204.2259186,40.21229637,36.07248125,82.84153168,139.2371371,120.4248158,229.2576183,0.616115479,97.8193218,0.796968199,26.78718755,0.70873213,87.0592905,0.755460497,1
0,1643.170195,1455.188716,87.82785819,120.3608581,1554.11255,186.520305,294.6104172,524.3344091,3.340826197,16.59024274,123.657605,70.99674641,112.6319828,125.087653,36.57920685,52.1351358,85.53961276,55.08303315,161.6579194,172.460137,29.34922627,43.04900823,190.1392037,259.1252384,121.7610872,95.57324229,0.48,102.1339818,0.48,28.93605737,0.952648618,81.04494561,0.936335639,0.948313399
0.015,2539.056197,1397.85305,126.8706558,71.5896388,211.7022,700.6366802,190.6940169,515.2040112,10.65846446,16.78223392,121.5474145,59.5983346,78.25634105,76.44164908,51.16982611,36.0791981,263.6204962,115.3681413,114.4187323,121.9605042,53.3275146,37.36611776,138.1497286,157.4264872,130.637033,202.1457843,0.580575507,114.3521425,0.656995048,25.96613609,0.651662345,132.5069705,0.56886923,1
0,2199.934616,1663.498253,61.96642472,148.288952,267.4473126,1474.957789,438.5698851,382.1947479,24.18713937,15.99335425,54.52781156,81.67070487,198.4211289,208.6615225,36.45309359,38.19225233,209.7793139,173.3042378,201.6869915,214.4998421,51.01437656,49.94225433,159.7103269,179.8494153,262.6911148,114.9685378,0.48,88.19696338,0.570161122,28.47572362,1,118.0986098,0.938687194,0.5
0,2675.345255,2173.200179,77.81673602,124.5715836,646.6927673,116,396.3437441,153.6429119,27.6037867,21.35719607,151.487936,105.1174453,80.12865198,163.806606,38.05750798,37.11138558,124.8106803,174.2517506,222.8986865,203.2710279,25.40525168,52.05937347,86.03039815,172.9774431,150.6442192,222.9710667,0.889115503,92.71206262,0.98,31.02871586,0.5,77.87301775,0.920658319,0.730627551
0,1763.956836,2154.929075,134.2902143,114.4033979,902.0583169,154.7907255,512.1659255,163.1008093,7.01688681,40.84618246,157.5244471,55.00904315,168.064722,187.246535,39.90022831,55.83392465,111.4052584,156.9112199,220.2142525,217.0609418,49.46605634,46.71257866,251.3712948,228.1835015,198.2728329,239.5260173,0.48,76.25269717,0.696920434,27.46816123,1,74.13389274,0.85905089,0.871948411
0,1812.737258,2435.183702,75.53912225,177.3606031,768.8296695,1013.177613,549.3035565,420.1349981,17.73130219,20.87917705,174.5675383,52.22322686,136.9437606,90.41596023,30.10393121,46.34685051,164.6697365,63.54762191,141.9803572,210.5188891,41.82091676,48.55310947,239.3944723,143.2370117,122.2746253,249.3337374,0.48,118.9795017,0.98,28.02081794,0.793300185,140.3831907,1,0.731444908
0,1415.871505,2254.836857,115.4502945,55.31390705,1438.084158,602.8940249,205.3371451,466.0322334,18.83039529,13.0910329,119.8286638,166.9296242,140.2377641,180.1159193,43.29220084,44.22607995,130.1361776,269.8413136,133.6656949,158.892226,27.73108573,38.22881043,115.9521616,239.4155134,152.4087493,216.0110025,0.789482606,83.00175072,0.98,28.53940819,0.522463486,106.7544759,1,0.934515798
0,2337.647338,1411.326805,54.81789733,158.4587317,1346.249788,487.5574262,467.1343979,275.7697835,3.238857528,33.65757789,80.24305922,171.0823764,114.5883887,175.698461,32.2490339,35.36537593,83.88374512,125.9854123,199.053861,159.8371222,30.80211322,34.05112111,234.4819262,171.7561574,118.1319407,231.9089801,0.98,126.9229393,0.654673034,26.80055195,0.995855288,135.9424196,0.962912248,0.5
0,2005.799365,1298.250906,79.6211997,32.63981297,1410.909998,1049.251117,300.4147723,629.0110652,9.896023754,18.28725065,121.7542872,125.7912859,209.7724184,153.0044678,48.47716814,56.63251013,72.493527,84.91610203,155.5061585,156.3109932,50.79292817,32.15891321,212.4497871,254.9754276,155.2703342,188.6563673,0.98,90.34138181,0.98,21.75706889,0.544546914,137.5177302,1,0.967332259
0,1306.89964,2537.286049,137.9043686,120.5204259,558.8766463,1024.27576,439.8678407,636.4931299,38.76565673,23.22570274,158.6025739,73.58385312,179.8608695,209.3551107,36.4950785,56.19809085,237.6766981,298.5362252,213.0734588,172.0226108,33.68620598,46.82484003,164.0374151,187.2260565,87.43180796,76.02900681,0.941761201,132.7475798,0.88299011,26.16705842,0.504672465,130.7811694,1,0.523231429
0,1639.528014,1575.590518,105.7559512,134.3235795,621.5258579,513.0003479,385.987713,576.4346122,22.07274006,20.43804889,142.8676436,81.82513185,161.9748664,155.3638495,49.04968573,47.26968412,292.6921763,204.0930984,174.2392911,106.0200392,33.47134348,36.11959151,151.439137,114.225566,95.02677702,244.9706381,0.893942912,127.9019599,0.652490944,25.21441286,1,72.59245379,1,0.5
0,2235.687878,1714.166394,50.15351974,76.39718811,1414.781933,142.8302604,247.2542028,382.1385101,16.74689197,12.54136733,92.05622678,67.01627075,105.3746404,175.8369653,35.36481224,57.60613219,286.4147056,54.52432862,214.3396752,130.9601126,43.27231572,34.06509519,216.8323456,244.9844828,95.79445048,148.5138889,0.649334814,125.4992873,0.48,19.13861987,0.832216374,72.41659034,0.883338975,0.943227452
0,2163.761845,2305.019966,91.5271762,57.05349804,807.8430281,986.97737,449.7367407,622.0809307,32.64974037,45.73220637,76.12458827,64.2941607,88.43410834,203.9661842,51.57877179,40.01783249,239.0609974,284.4978777,217.8916157,188.4800188,36.38417541,43.634892,246.636169,237.320353,260.0408166,176.6509922,0.631536624,90.53117999,0.660226347,31.75955537,0.940393245,105.2857696,0.5,0.780002415
0.025,1687.772474,1529.946173,135.1082913,80.03348028,697.7824817,1172.948401,311.3306769,416.6325023,47.71949168,39.01885293,133.7335445,91.23022245,170.1047446,178.4673803,46.40098944,57.73339941,93.94511211,290.6743939,213.010276,106.9905733,42.89479144,37.12640027,123.1530815,160.5505941,105.4081939,214.7382088,0.98,87.9221452,0.670734767,24.61561116,1,86.15275893,0.820550792,0.997040172
0.35,1840.462989,2625.833166,117.4354934,92.71854584,194.5161736,1096.974499,622.6642936,203.6062828,31.35528258,27.21115054,63.70588367,83.23706684,217.1312367,74.6478091,33.88528538,32.95657961,242.9778242,166.3623658,207.6124886,221.1835937,36.30884978,42.77982418,235.4624514,126.4287616,121.5701125,117.7838146,0.807270177,116.2215863,0.496095234,32.18152729,0.520588274,85.90580511,0.5,0.659733804
0.005,2270.501628,2706.172328,117.1258859,59.6991773,208.5547059,1025.213105,274.82024,208.3126609,49.06719129,44.44169734,64.34756083,64.62617485,178.0434941,94.27657589,40.9123178,52.4065572,105.2002024,250.7808721,181.568732,233.2714939,26.33045125,49.85358384,196.2081716,261.5082438,125.0702268,205.452536,0.98,114.3232718,0.795670885,29.71306573,0.571588891,81.41534447,0.716501902,1
0,1515.137988,2070.420478,84.24377875,34.00624381,1196.919693,174.8696756,303.3851803,398.3582527,36.72959494,20.54912557,125.4429501,148.0602354,198.8705002,215.4009202,42.18060046,59.97120368,195.1819159,128.3994739,120.1971052,101.42514,46.02059583,47.04141552,105.9650913,187.5083345,130.9379636,217.187091,0.639926399,100.1509553,0.98,19.44871178,0.64217556,103.0509302,0.994629342,0.5
0,1889.389087,2173.05155,67.60096877,84.93414071,1331.475488,1305.321777,214.6972765,616.9639867,5.788008126,7.654869146,137.6662832,81.86483284,177.1891872,102.5086409,56.6302581,45.42792128,172.857694,145.2196382,204.5484849,206.5511046,35.726936,49.22738269,80.9330649,209.1122244,97.70443932,168.5163188,0.48,126.5520091,0.901981785,32.62942404,0.5,73.39309673,0.5,0.5
0.995,2213.849018,1888.538577,163.0919307,85.99295584,826.1119156,1481.655377,553.9564517,449.3708643,5.478578585,38.07315263,47.28941455,80.28794489,168.947026,81.41576094,48.77416241,47.99819567,209.8051541,109.3235433,243.6612439,117.2597358,36.050813,44.74176291,257.4586069,127.1298879,122.4816173,193.8122832,0.534612484,95.06017873,0.690528431,27.08647354,0.566499429,125.1899656,0.5,0.589041334
0,2104.831818,2201.740199,145.6461242,164.4369119,710.0730274,917.993689,179.4046714,582.2638712,45.87946032,40.80447051,140.5807159,61.72824204,186.4006562,92.30277816,51.33830675,54.10705455,89.94965979,56.55849574,147.8638733,188.0015128,29.46395473,28.80693803,204.4993867,153.7296219,182.8504949,136.1944702,0.752940722,98.95384913,0.869972897,30.59730384,0.716542134,96.55833606,0.798914466,0.5
0,1770.37279,1412.035123,135.189778,146.2601267,1109.385796,527.8176297,269.5591723,554.6644808,25.17669341,28.040296,86.81748519,110.519512,110.9093467,153.3014452,36.34611665,52.48938101,68.72274638,243.9475748,189.2345209,145.8407426,36.66477407,35.78607313,162.7725835,161.0826359,134.6241915,134.5661466,0.48,118.2119664,0.940183896,32.96561529,0.738548005,109.2053266,0.737409579,0.862158714
0,2594.677425,2025.177625,43.25228312,58.6184937,599.143005,526.12466,618.8082319,199.8061403,41.9847974,33.38565933,103.5895945,165.6629798,101.2414072,75.61701113,44.20864457,32.92910218,117.837882,103.1192904,184.7411131,102.9448502,36.81846861,26.77513495,80.75307413,220.6758755,102.4380887,73.05489405,0.901889244,108.1393958,0.48,31.29149469,0.753719085,98.99542229,0.646474412,0.544579907
0,1977.699087,2644.54006,133.2561244,167.4669323,625.4258648,442.8324831,231.7557033,231.8987343,39.95921335,29.47262689,140.5713028,81.84790038,75.27078002,166.2692383,35.65543971,49.89718838,279.9454322,96.80672696,120.8763119,132.9725546,44.58868975,29.22602891,248.1092845,123.2766107,114.7523157,242.0268834,0.659785491,78.38688098,0.937967734,22.25916883,0.784671723,140.1825764,1,0.978987749
0,1576.850358,2325.218034,62.3182284,98.98591927,611.6309117,125.4206877,244.1246505,298.6967826,4.16604155,31.54129982,187.6143493,107.66968,148.9683206,143.9726886,34.52866314,30.72045695,132.9689815,86.94279605,157.0931621,173.4824815,36.10594562,44.81549774,245.4868755,192.9613551,69.44006253,268.1795662,0.48,84.26292604,0.676524892,32.76149953,0.620577955,140.0595628,0.548149045,0.5
0.285,2175.953639,2084.555779,133.7801377,75.34797936,346.1793031,625.247667,219.4845227,347.9224776,50,29.35588337,105.4281732,80.4480453,131.3577167,160.7071163,38.91923763,40.79812998,106.0759782,114.2545685,149.0146087,189.6584006,36.13370878,29.14217336,159.2474166,74.18064994,259.1029072,184.1925791,0.895728103,109.8118486,0.617728077,27.04520368,0.884794607,96.94837767,1,0.710340764
0.035,2036.867478,2113.088851,100.1946779,54.73039521,718.523517,873.8659513,606.5582331,386.964842,35.27179299,14.39760105,138.6544329,140.2657791,183.1614541,150.6873117,57.14316158,37.9555051,140.4707589,99.56670839,121.5294523,223.952998,27.57384042,44.97323471,127.651488,238.4101333,179.1468073,152.0239764,0.98,123.1538871,0.578583747,27.97589552,0.803944225,125.5014387,0.5,1
0,2536.648802,2623.940023,36.61396276,137.4601877,780.5006774,1346.595085,577.4464327,328.0859184,12.98831362,15.5606365,112.666703,146.7604585,80.19603941,214.4398313,36.2699127,30.61990649,77.74391267,157.7295309,170.43663,221.3837654,30.44603161,46.62202389,219.147329,106.5423263,102.4151917,231.288606,0.48,116.9505511,0.829059555,29.2386444,0.570250567,87.43781124,0.672579969,0.588894108
0.005,2281.970031,1651.884741,158.1911266,72.25745716,1006.065402,1055.712266,536.2946167,572.2245627,30.89011431,40.98630552,180.2297428,155.9210913,76.0369104,113.0102966,54.18469365,57.44347894,138.798929,56.77675342,210.2377417,234.6793569,27.25839163,40.39153767,199.6983445,139.4358294,218.2008994,80.06926057,0.505563036,95.92143817,0.659529913,19.45392446,0.5,111.2685898,0.587698394,0.685540278
0,2453.380087,1890.994147,88.80043822,55.33988473,121.2479777,317.1209406,579.4160588,497.6519422,26.81944196,17.41206331,146.7033863,49.38894402,96.02104725,126.0699475,41.22143384,55.58087588,76.90838697,153.4581827,122.0265548,175.9441167,34.74953096,25.67944592,249.5524794,175.9463986,207.1077609,169.7965277,0.48,93.13470638,0.979737648,27.05385615,0.525797467,131.6991603,0.637852384,0.687297171
